DummyID,Rang_ControlT_First_Click,Rang_ControlT_Last_Click,Rang_ControlT_Page_Submit,Rang_ControlT_Click_Count,Polit_Rang,Trust_Rang,Fund_Rang,Advice_Rang,Defer_Rang,Range_TrumpT_First_Click,Range_TrumpT_Last_Click,Range_TrumpT_Page_Submit,Range_TrumpT_Click_Count,Polit_Rang.0,Trust_Rang.0,Fund_Rang.0,Advice_Rang.0,Defer_Rang.0,Rang_BidenT_First_Click,Rang_BidenT_Last_Click,Rang_BidenT_Page_Submit,Rang_BidenT_Click_Count,Polit_Rang.1,Trust_Rang.1,Fund_Rang.1,Advice_Rang.1,Defer_Rang.1,PolitAllRang,TrustAllRang,FundAllRang,AdviceAllRang,DeferALlRang,Donate,Ideology,PolParty,Vote,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PolitRang,RangContCond,RangBidenCond,RangTrumpCond,RangCond,TrustRang,AdviceRang,DeferRang,FundRang,SupportRang,SupportAllRang,TrumpDummy,BidenDummy,TrumpxIdeo,BidenxIdeo,ZIdeology,Ideo_2,Condition
276,41.201,87.567,88.523,10,3,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,4,5,4,1,6,1,3,61,1,NA,NA,NA,NA,,71,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,3,2,0,0,0,5,5,4,5,4.666666667,4.333333333,0,0,0,0,1.635219613,2,Control
277,4.2,44.308,44.972,23,4,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,5,5,4,2,1,2,2,77,NA,1,NA,NA,NA,,27,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,2,0,0,0,5,5,4,5,4.666666667,4.666666667,0,0,0,0,-1.299294923,-3,Control
278,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0.663,23.249,23.985,15,5,4,5,4,5,5,4,5,4,3,2,5,2,2,79,1,NA,NA,NA,NA,,40,NA,NA,1,NA,NA,NA,NA,NA,NA,2,,5,0,-1,0,-1,4,4,5,5,4.666666667,4,0,1,0,1.048316706,1.048316706,1,Biden
279,NA,NA,NA,NA,0,0,0,0,0,118.383,142.084,145.067,5,5,5,5,3,2,NA,NA,NA,NA,0,0,0,0,0,4,5,5,2,2,1,6,1,1,29,1,NA,NA,NA,NA,,57,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,0,1,1,5,3,2,5,3.333333333,3,1,0,1.635219613,0,1.635219613,2,Trump
280,NA,NA,NA,NA,0,0,0,0,0,54.126,72.241,73.262,5,4,3,3,2,3,NA,NA,NA,NA,0,0,0,0,0,3,4,3,2,3,1,2,2,2,50,NA,1,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,4,0,0,1,1,3,2,3,3,2.666666667,2.666666667,1,0,-0.712392015,0,-0.712392015,-2,Trump
281,NA,NA,NA,NA,0,0,0,0,0,56.23,102.168,102.718,8,6,1,1,1,3,NA,NA,NA,NA,0,0,0,0,0,6,1,1,1,3,1,1,2,3,75,1,NA,NA,NA,NA,,28,NA,1,NA,NA,NA,NA,NA,NA,NA,3,,6,0,0,1,1,1,1,3,1,1.666666667,1.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
282,NA,NA,NA,NA,0,0,0,0,0,4.694,241.079,246.804,8,4,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,4,5,5,5,5,2,6,3,1,72,NA,1,NA,NA,NA,,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,no,4,0,0,1,1,5,5,4,5,4.666666667,5,1,0,1.635219613,0,1.635219613,2,Trump
283,0.288,96.159,103.61,11,4,5,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,5,5,5,2,3,2,2,20,1,NA,NA,NA,NA,,35,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,4,2,0,0,0,5,6,5,5,5.333333333,5,0,0,0,0,-0.125489108,-1,Control
284,2.206,312.384,320.132,19,5,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,4,5,4,1,4,2,3,65,NA,1,NA,NA,NA,,35,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,5,2,0,0,0,4,4,4,4,4,4.333333333,0,0,0,0,0.461413799,0,Control
285,27.921,52.892,53.783,6,2,5,4,4,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,6,5,2,1,2,2,50,NA,1,NA,NA,NA,,40,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,2,2,0,0,0,5,4,5,4,4.333333333,5,0,0,0,0,-1.299294923,-3,Control
286,NA,NA,NA,NA,0,0,0,0,0,27.661,80.426,81.072,22,1,4,5,2,4,NA,NA,NA,NA,0,0,0,0,0,2,4,5,3,4,1,1,2,2,38,1,NA,NA,NA,NA,,22,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,1,0,0,1,1,4,2,4,5,3.666666667,4,1,0,-1.299294923,0,-1.299294923,-3,Trump
287,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,11.538,100.442,101.404,44,2,3,3,4,3,3,3,3,3,4,1,4,1,1,50,NA,1,NA,NA,NA,,39,1,NA,NA,NA,NA,NA,NA,NA,NA,5,It was very clear,2,0,-1,0,-1,3,4,3,3,3.333333333,3.333333333,0,1,0,0.461413799,0.461413799,0,Biden
288,10.645,70.651,71.431,19,5,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,6,5,5,5,4,1,5,3,3,61,1,NA,NA,NA,NA,,19,NA,NA,NA,1,NA,NA,NA,NA,NA,2,,5,2,0,0,0,5,5,4,5,4.666666667,4.666666667,0,0,0,0,1.048316706,1,Control
289,2.091,31.859,32.375,25,1,6,6,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,6,6,6,4,2,3,2,2,70,1,NA,NA,NA,NA,,45,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,1,2,0,0,0,6,6,5,6,5.666666667,5.333333333,0,0,0,0,-0.125489108,-1,Control
290,3.115,95.882,97.436,7,2,4,4,4,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,4,3,1,3,2,2,0,NA,1,NA,NA,NA,,29,NA,NA,1,NA,NA,NA,NA,NA,NA,3,,2,2,0,0,0,4,4,3,4,3.666666667,3.666666667,0,0,0,0,-0.125489108,-1,Control
291,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,44.62,80.807,81.865,8,3,3,4,4,3,3,6,4,3,3,1,3,2,2,0,1,NA,NA,NA,NA,,33,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,0,-1,0,-1,3,4,3,4,3.666666667,3.333333333,0,1,0,-0.125489108,-0.125489108,-1,Biden
292,NA,NA,NA,NA,0,0,0,0,0,67.624,109.043,110.994,6,4,4,3,3,4,NA,NA,NA,NA,0,0,0,0,0,4,4,3,4,4,1,4,3,3,51,1,NA,NA,NA,NA,,26,1,NA,NA,1,NA,NA,NA,NA,NA,4,,4,0,0,1,1,4,3,4,3,3.333333333,3.666666667,1,0,0.461413799,0,0.461413799,0,Trump
293,NA,NA,NA,NA,0,0,0,0,0,9.675,145.188,152.846,25,5,3,2,3,4,NA,NA,NA,NA,0,0,0,0,0,4,3,5,4,4,1,1,2,2,67,NA,1,NA,NA,NA,,38,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,0,1,1,3,3,4,2,3,4.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
294,NA,NA,NA,NA,0,0,0,0,0,0.917,116.045,117.6,35,6,2,2,1,3,NA,NA,NA,NA,0,0,0,0,0,5,3,2,3,3,3,3,2,2,1,NA,1,NA,NA,NA,,38,NA,NA,1,NA,NA,NA,NA,NA,NA,5,,6,0,0,1,1,2,1,3,2,2,2.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
295,36.433,62.03,62.877,5,1,6,5,5,6,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,6,5,6,6,1,2,2,2,34,1,NA,NA,NA,NA,,84,1,NA,NA,NA,NA,NA,NA,NA,NA,6,no,1,2,0,0,0,6,5,6,5,5.333333333,5.666666667,0,0,0,0,-0.712392015,-2,Control
296,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,71.774,88.403,90.923,5,6,6,6,6,4,4,5,6,4,4,2,1,2,2,50,NA,1,NA,NA,NA,,61,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,6,0,-1,0,-1,6,6,4,6,5.333333333,4.666666667,0,1,0,-1.299294923,-1.299294923,-3,Biden
297,36.113,62.412,65.691,5,1,4,4,4,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,4,4,4,4,1,4,1,1,50,1,NA,NA,NA,NA,,21,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,4,4,5,4,4.333333333,4,0,0,0,0,0.461413799,0,Control
298,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,5.36,285.382,286.499,35,5,5,6,5,4,4,5,6,5,4,2,2,2,2,30,1,NA,NA,NA,NA,,52,1,NA,NA,NA,NA,NA,NA,NA,NA,2,None thank you,5,0,-1,0,-1,5,5,4,6,5,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
299,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,43.717,85.227,86.363,5,3,4,5,5,4,2,5,5,5,5,2,2,3,2,55,1,NA,NA,NA,NA,,30,1,1,NA,NA,NA,NA,NA,NA,NA,5,,3,0,-1,0,-1,4,5,4,5,4.666666667,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
300,NA,NA,NA,NA,0,0,0,0,0,11.858,523.183,524.076,71,6,5,5,4,4,NA,NA,NA,NA,0,0,0,0,0,5,4,5,3,3,1,3,3,2,25,NA,1,NA,NA,NA,,62,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,6,0,0,1,1,5,4,4,5,4.333333333,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
301,NA,NA,NA,NA,0,0,0,0,0,127.153,175.359,178.947,5,1,3,3,2,3,NA,NA,NA,NA,0,0,0,0,0,1,3,3,2,2,1,4,3,2,20,1,NA,NA,NA,NA,,59,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,0,0,1,1,3,2,3,3,2.666666667,2.333333333,1,0,0.461413799,0,0.461413799,0,Trump
302,NA,NA,NA,NA,0,0,0,0,0,7.356,55.854,56.792,13,6,5,4,6,6,NA,NA,NA,NA,0,0,0,0,0,4,5,5,6,6,2,1,2,3,25,NA,1,NA,NA,NA,,21,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,6,0,0,1,1,5,6,6,4,5.333333333,5.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
303,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,20.792,121.771,122.973,45,3,4,5,4,4,2,4,4,4,4,2,3,2,2,60,NA,1,NA,NA,NA,,23,1,NA,NA,1,NA,NA,NA,NA,NA,3,,3,0,-1,0,-1,4,4,4,5,4.333333333,4,0,1,0,-0.125489108,-0.125489108,-1,Biden
304,9.589,96.416,99.433,9,4,3,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,3,4,4,3,2,5,3,3,0,NA,1,NA,NA,NA,,32,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,2,0,0,0,3,4,4,4,4,3.666666667,0,0,0,0,1.048316706,1,Control
305,NA,NA,NA,NA,0,0,0,0,0,54.181,77.855,81.103,9,6,2,1,1,2,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,3,3,3,2,3,40,NA,NA,1,NA,NA,,60,NA,NA,NA,NA,NA,NA,NA,1,NA,6,The instructions were clear on what to do.,6,0,0,1,1,2,1,2,1,1.333333333,4.333333333,1,0,-0.125489108,0,-0.125489108,-1,Trump
306,NA,NA,NA,NA,0,0,0,0,0,3.032,128.298,128.972,37,1,6,6,6,4,NA,NA,NA,NA,0,0,0,0,0,1,4,6,5,4,2,6,1,1,83,NA,1,NA,NA,NA,,48,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,0,0,1,1,6,6,4,6,5.333333333,5,1,0,1.635219613,0,1.635219613,2,Trump
307,NA,NA,NA,NA,0,0,0,0,0,36.636,118.71,119.484,36,5,2,1,1,1,NA,NA,NA,NA,0,0,0,0,0,5,2,1,1,1,3,2,2,2,26,1,NA,NA,NA,NA,,55,NA,NA,1,NA,NA,NA,NA,NA,NA,5,,5,0,0,1,1,2,1,1,1,1,1,1,0,-0.712392015,0,-0.712392015,-2,Trump
308,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,35.498,47.732,50.75,5,4,4,4,5,4,2,5,5,5,5,1,2,3,3,31,NA,1,NA,NA,NA,,20,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,4,0,-1,0,-1,4,5,4,4,4.333333333,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
309,NA,NA,NA,NA,0,0,0,0,0,31.555,68.662,70.198,8,6,6,6,6,4,NA,NA,NA,NA,0,0,0,0,0,4,5,6,6,4,2,6,2,2,50,NA,1,NA,NA,NA,,53,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,6,0,0,1,1,6,6,4,6,5.333333333,5.333333333,1,0,1.635219613,0,1.635219613,2,Trump
310,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,608.97,703.17,706.287,11,2,4,4,5,4,2,4,4,5,4,3,1,3,2,60,1,NA,NA,NA,NA,,36,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,2,0,-1,0,-1,4,5,4,4,4.333333333,4.333333333,0,1,0,-1.299294923,-1.299294923,-3,Biden
311,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4.971,85.765,86.973,14,5,5,4,6,5,5,5,5,6,5,2,2,3,2,15,1,NA,NA,NA,NA,,32,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,5,0,-1,0,-1,5,6,5,4,5,5.333333333,0,1,0,-0.712392015,-0.712392015,-2,Biden
312,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1.797,86.192,86.886,16,2,4,4,4,4,3,4,4,4,4,3,2,2,2,60,1,NA,NA,NA,NA,,36,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,2,0,-1,0,-1,4,4,4,4,4,4,0,1,0,-0.712392015,-0.712392015,-2,Biden
313,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,115.99,139.603,141.118,5,1,1,1,1,1,1,1,1,1,1,1,4,3,1,0,1,NA,NA,NA,NA,,61,1,NA,NA,NA,NA,NA,NA,NA,NA,4,"These Rangers serve the whole nation, and as such should refrain from engaging in endorsing any politician, regardless of how divisive his policies are.",1,0,-1,0,-1,1,1,1,1,1,1,0,1,0,0.461413799,0.461413799,0,Biden
314,62.505,67.522,71.863,5,5,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,5,5,5,5,2,1,2,2,45,1,NA,NA,NA,NA,,34,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,5,2,0,0,0,5,5,5,5,5,5,0,0,0,0,-1.299294923,-3,Control
315,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,61.942,128.593,139.2,5,4,5,5,5,5,4,5,5,5,5,2,2,2,2,15,NA,1,NA,NA,NA,,54,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,4,0,-1,0,-1,5,5,5,5,5,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
316,NA,NA,NA,NA,0,0,0,0,0,35.905,51.304,58.147,5,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,4,2,1,1,1,3,2,2,2,60,1,NA,NA,NA,NA,,46,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,6,0,0,1,1,1,1,1,1,1,1,1,0,-0.712392015,0,-0.712392015,-2,Trump
317,16.259,31.45,32.363,5,1,5,4,4,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,6,5,6,6,2,3,2,2,46,1,NA,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,1,2,0,0,0,5,4,5,4,4.333333333,5.666666667,0,0,0,0,-0.125489108,-1,Control
318,NA,NA,NA,NA,0,0,0,0,0,8.913,31.9,55.938,5,5,5,5,5,4,NA,NA,NA,NA,0,0,0,0,0,4,5,5,5,5,1,2,2,2,39,1,NA,NA,NA,NA,,33,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,5,0,0,1,1,5,5,4,5,4.666666667,5,1,0,-0.712392015,0,-0.712392015,-2,Trump
319,17.645,109.241,111.518,33,3,3,3,2,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,3,3,3,3,2,7,1,1,24,NA,1,NA,NA,NA,,59,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,2,0,0,0,3,2,3,3,2.666666667,3,0,0,0,0,2.22212252,3,Control
320,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1.918,50.827,51.456,31,5,4,4,4,4,2,5,6,6,5,3,3,3,2,50,1,NA,NA,NA,NA,,34,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,4,4,4,4,4,5.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
321,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,4.122,0,4,5,4,6,6,4,6,4,4,5,2,4,2,2,69,NA,1,NA,NA,NA,,22,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,5,6,6,4,5.333333333,4.333333333,0,1,0,0.461413799,0.461413799,0,Biden
322,NA,NA,NA,NA,0,0,0,0,0,1.443,155.208,156.165,35,5,4,4,3,3,NA,NA,NA,NA,0,0,0,0,0,2,4,4,3,3,2,5,3,2,24,NA,1,NA,NA,NA,,58,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,5,0,0,1,1,4,3,3,4,3.333333333,3.333333333,1,0,1.048316706,0,1.048316706,1,Trump
323,45.169,71.07,72.322,9,2,4,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,5,5,5,3,1,2,2,61,1,NA,NA,NA,NA,,62,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,2,2,0,0,0,4,5,5,5,5,5,0,0,0,0,-1.299294923,-3,Control
324,23.355,53.323,53.924,22,4,5,4,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,5,4,5,5,2,1,2,2,50,NA,1,NA,NA,NA,,28,NA,NA,NA,1,NA,NA,NA,NA,NA,2,,4,2,0,0,0,5,5,5,4,4.666666667,4.666666667,0,0,0,0,-1.299294923,-3,Control
325,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,53.29,68.682,69.562,6,3,4,5,5,4,2,4,5,5,4,2,1,2,2,53,1,NA,NA,NA,NA,,28,NA,1,NA,NA,NA,NA,NA,NA,NA,4,,3,0,-1,0,-1,4,5,4,5,4.666666667,4.666666667,0,1,0,-1.299294923,-1.299294923,-3,Biden
326,34.157,39.015,39.937,5,5,6,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,5,5,5,5,5,2,3,2,2,42,1,NA,NA,NA,NA,,33,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,5,2,0,0,0,6,5,5,5,5,5,0,0,0,0,-0.125489108,-1,Control
327,NA,NA,NA,NA,0,0,0,0,0,2.494,172.549,173.297,32,5,1,2,1,2,NA,NA,NA,NA,0,0,0,0,0,4,2,2,1,2,1,2,2,2,78,NA,1,NA,NA,NA,,21,NA,NA,1,NA,NA,NA,NA,NA,NA,3,,5,0,0,1,1,1,1,2,2,1.666666667,1.666666667,1,0,-0.712392015,0,-0.712392015,-2,Trump
328,1.78,36.828,37.921,9,2,3,3,3,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,3,3,3,3,1,2,2,3,50,1,NA,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,2,2,0,0,0,3,3,3,3,3,3,0,0,0,0,-0.712392015,-2,Control
329,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,8.71,11.592,12.87,5,5,5,5,5,5,5,5,5,5,5,2,6,2,2,40,1,NA,NA,NA,NA,,34,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,5,0,-1,0,-1,5,5,5,5,5,5,0,1,0,1.635219613,1.635219613,2,Biden
330,NA,NA,NA,NA,0,0,0,0,0,13.323,19.061,20.037,5,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,4,3,6,5,4,2,1,2,2,50,1,NA,NA,NA,NA,,27,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,6,0,0,1,1,1,1,1,1,1,5,1,0,-1.299294923,0,-1.299294923,-3,Trump
331,NA,NA,NA,NA,0,0,0,0,0,28.323,154.188,154.537,7,1,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,1,4,5,4,4,2,6,1,1,49,1,NA,NA,NA,NA,,23,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,0,0,1,1,4,4,4,4,4,4.333333333,1,0,1.635219613,0,1.635219613,2,Trump
332,NA,NA,NA,NA,0,0,0,0,0,7.859,100.498,104.654,9,3,3,4,3,3,NA,NA,NA,NA,0,0,0,0,0,2,5,5,3,4,3,3,3,3,50,1,NA,NA,NA,NA,,28,1,1,NA,NA,NA,NA,NA,NA,NA,3,,3,0,0,1,1,3,3,3,4,3.333333333,4,1,0,-0.125489108,0,-0.125489108,-1,Trump
333,NA,NA,NA,NA,0,0,0,0,0,1.663,135.69,137.048,16,4,5,4,5,4,NA,NA,NA,NA,0,0,0,0,0,4,5,4,5,4,2,5,3,3,15,1,NA,NA,NA,NA,,24,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,4,0,0,1,1,5,5,4,4,4.333333333,4.333333333,1,0,1.048316706,0,1.048316706,1,Trump
334,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4.665,64.497,65.85,59,4,4,5,2,4,4,3,5,5,4,2,7,1,1,74,1,NA,NA,NA,NA,,27,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,4,0,-1,0,-1,4,2,4,5,3.666666667,4.666666667,0,1,0,2.22212252,2.22212252,3,Biden
335,49.606,68.55,71.998,6,1,4,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,4,4,6,4,2,5,1,3,5,1,NA,NA,NA,NA,,30,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,1,2,0,0,0,4,5,4,5,4.666666667,4.666666667,0,0,0,0,1.048316706,1,Control
336,NA,NA,NA,NA,0,0,0,0,0,16.885,163.879,166.364,8,4,3,4,3,3,NA,NA,NA,NA,0,0,0,0,0,3,3,4,3,3,3,4,3,3,50,1,NA,NA,NA,NA,,31,NA,NA,1,NA,NA,NA,NA,NA,NA,3,,4,0,0,1,1,3,3,3,4,3.333333333,3.333333333,1,0,0.461413799,0,0.461413799,0,Trump
337,NA,NA,NA,NA,0,0,0,0,0,11.201,29.13,30.101,8,1,1,3,3,3,NA,NA,NA,NA,0,0,0,0,0,3,3,3,3,3,2,4,3,3,46,NA,1,NA,NA,NA,,39,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,1,0,0,1,1,1,3,3,3,3,3,1,0,0.461413799,0,0.461413799,0,Trump
338,8.325,88.59,89.655,32,4,5,6,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,6,5,6,5,2,2,2,1,94,1,NA,NA,NA,NA,,45,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,4,2,0,0,0,5,5,5,6,5.333333333,5.333333333,0,0,0,0,-0.712392015,-2,Control
339,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,9.24,47.549,48.001,23,3,4,4,4,2,3,5,5,5,3,1,2,2,2,58,NA,1,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,0,-1,0,-1,4,4,2,4,3.333333333,4.333333333,0,1,0,-0.712392015,-0.712392015,-2,Biden
340,NA,NA,NA,NA,0,0,0,0,0,0.587,70.259,71.277,36,3,2,3,1,4,NA,NA,NA,NA,0,0,0,0,0,2,2,3,3,4,1,4,2,2,54,NA,1,NA,NA,NA,,35,NA,NA,1,NA,NA,NA,NA,NA,NA,3,,3,0,0,1,1,2,1,4,3,2.666666667,3.333333333,1,0,0.461413799,0,0.461413799,0,Trump
341,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2.161,44.228,45.806,34,4,3,2,2,2,2,2,2,2,2,2,3,3,3,40,1,NA,NA,NA,NA,,28,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,4,0,-1,0,-1,3,2,2,2,2,2,0,1,0,-0.125489108,-0.125489108,-1,Biden
342,43.631,144.176,146.122,26,5,3,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,4,3,4,4,4,2,3,2,3,20,NA,NA,1,NA,NA,,31,NA,NA,1,NA,NA,NA,NA,NA,NA,3,,5,2,0,0,0,3,4,4,4,4,4,0,0,0,0,-0.125489108,-1,Control
343,315.09,349.413,350.934,5,1,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,4,4,1,1,2,2,52,NA,1,NA,NA,NA,,35,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,1,2,0,0,0,4,4,4,4,4,4,0,0,0,0,-1.299294923,-3,Control
344,62.122,93.386,102.864,6,2,5,5,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,6,4,2,3,1,1,50,1,NA,NA,NA,NA,,26,NA,NA,1,NA,NA,NA,NA,NA,NA,4,,2,2,0,0,0,5,6,4,5,5,5,0,0,0,0,-0.125489108,-1,Control
345,NA,NA,NA,NA,0,0,0,0,0,136.102,168.526,169.931,7,6,1,3,1,2,NA,NA,NA,NA,0,0,0,0,0,5,3,5,6,5,3,1,4,2,50,NA,1,NA,NA,NA,,29,1,NA,NA,1,1,NA,1,NA,NA,6,,6,0,0,1,1,1,1,2,3,2,5.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
346,1.698,476.281,477.178,36,1,6,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,5,5,2,2,3,2,60,NA,1,NA,NA,NA,,60,NA,1,NA,NA,1,NA,NA,NA,NA,5,No,1,2,0,0,0,6,5,4,5,4.666666667,5,0,0,0,0,-0.712392015,-2,Control
